game,text,label
spain_laliga/2014-2015/2015-05-23 - 21-30 Real Madrid 7 - 3 Getafe/1,today starter on the left side,CURRENT
italy_serie-a/2016-2017/2016-08-27 - 21-45 Napoli 4 - 2 AC Milan/2,"The line is good, it pulls out cleanly into a string.",CURRENT
spain_laliga/2015-2016/2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF/1,He runs into his compatriot there,CURRENT
germany_bundesliga/2016-2017/2016-10-29 - 19-30 Dortmund 0 - 0 Schalke/2,Idol.,IRRELEVANT
spain_laliga/2014-2015/2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga/2,And he is seeing that the knee supports it,IRRELEVANT
spain_laliga/2016-2017/2017-04-02 - 17-15 Real Madrid 3 - 0 Alaves/1,With which he returned a few days earlier than planned to Madrid.,PAST
italy_serie-a/2015-2016/2015-09-20 - 16-00 Genoa 0 - 2 Juventus/1,Juventus lost in 2006 or 2007,PAST
italy_serie-a/2016-2017/2017-01-22 - 22-45 AS Roma 1 - 0 Cagliari/2,When Bruno Perez played accurately and at his own feet.,CURRENT
europe_uefa-champions-league/2016-2017/2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG/1,"Really a camp of us which is on fire, which supports its team, which clearly believes in the feat.",IRRELEVANT
spain_laliga/2015-2016/2016-04-30 - 17-00 Real Sociedad 0 - 1 Real Madrid/2,Isco loses the ball.,CURRENT
italy_serie-a/2016-2017/2016-09-21 - 21-45 AS Roma 4 - 0 Crotone/2,"I have talked more than once about how he loves kickboxing, martial arts, and mixed martial arts.",IRRELEVANT
spain_laliga/2015-2016/2016-03-20 - 22-30 Real Madrid 4 - 0 Sevilla/1,Ball played by Luka Modric,CURRENT
spain_laliga/2014-2015/2015-05-23 - 19-30 Barcelona 2 - 2 Dep. La Coruna/2,born the function in pще gómez well sama boudou is fine he accompanied me ma rage toll,IRRELEVANT
italy_serie-a/2016-2017/2017-01-21 - 22-45 AC Milan 1 - 2 Napoli/1,"By the way, in this sense, Napoleon scores and concedes the most goals.",CURRENT
europe_uefa-champions-league/2015-2016/2015-11-24 - 20-00 BATE 1 - 1 Bayer Leverkusen/2,and has also surprised a favorite called AS Roma this season,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-11-24 - 22-45 Bayern Munich 4 - 0 Olympiakos Piraeus/1,"This is Markus Silva, 38 years young, right-back in the second division, who joined Olympiakos before the season when he was new to his active career.",PAST
europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 B. Monchengladbach 1 - 1 Juventus/2,player born in syria although international in lower categories of germany almost 70 of,IRRELEVANT
italy_serie-a/2016-2017/2017-02-26 - 22-45 Inter 1 - 3 AS Roma/1,Who sensitively made Leicester check last year,PAST
europe_uefa-champions-league/2016-2017/2016-09-28 - 21-45 Napoli 4 - 2 Benfica/1,"Although the stadium, of course, drives forward.",CURRENT
france_ligue-1/2016-2017/2017-05-07 - 18-00 Marseille 2 - 1 Nice/2,at the edge of the field,CURRENT
europe_uefa-champions-league/2014-2015/2015-02-25 - 22-45 Bayer Leverkusen 1 - 0 Atl. Madrid/2,"the day does not come, it is the first favorite semblemenza to the barbarian, it is a strategy we have",IRRELEVANT
france_ligue-1/2016-2017/2016-12-21 - 22-50 Paris SG 5 - 0 Lorient/1,to put yourself on the right supports Matuidi on this ball,IRRELEVANT
spain_laliga/2016-2017/2016-10-29 - 17-15 Alaves 1 - 4 Real Madrid/1,It seems like a different thing to me,CURRENT
italy_serie-a/2015-2016/2015-09-26 - 21-45 Napoli 2 - 1 Juventus/2,that everything is not as dangerous as a year earlier,PAST
italy_serie-a/2016-2017/2016-08-21 - 21-45 Pescara 2 - 2 Napoli/1,Last season.,PAST
spain_laliga/2014-2015/2015-04-28 - 21-00 Barcelona 6 - 0 Getafe/2,That last season they won a very creditable 2-2 draw from here,PAST
italy_serie-a/2016-2017/2017-05-28 - 19-00 AS Roma 3 - 2 Genoa/2,180 people were not born.,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Bayern Munich 5 - 0 D. Zagreb/1,Idol.,IRRELEVANT
spain_laliga/2014-2015/2015-05-23 - 19-30 Barcelona 2 - 2 Dep. La Coruna/2,Because something else.,CURRENT
france_ligue-1/2016-2017/2016-11-27 - 22-45 Lyon 1 - 2 Paris SG/2,"We see Olympique Lyonnais again, which we saw in fury last year against Paris Saint-Germain.",PAST
england_epl/2015-2016/2015-09-26 - 19-30 Newcastle Utd 2 - 2 Chelsea/1,the recovery of Colbac,CURRENT
germany_bundesliga/2015-2016/2016-04-02 - 16-30 Bayern Munich 1 - 0 Eintracht Frankfurt/2,The last season in Bremen,PAST
spain_laliga/2016-2017/2016-11-26 - 18-15 Real Madrid 2 - 1 Gijon/1,Danilo goes up on the right.,CURRENT
france_ligue-1/2016-2017/2016-09-23 - 21-45 Toulouse 2 - 0 Paris SG/2,who finds a slammed pass for an attacker,CURRENT
europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 B. Monchengladbach 1 - 1 Juventus/1,He was born in Munich.,IRRELEVANT
italy_serie-a/2016-2017/2016-09-17 - 21-45 Napoli 3 - 1 Bologna/2,A loss. Napoli has a chance. Calijoan,CURRENT
europe_uefa-champions-league/2014-2015/2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen/1,But he's back in the game. ,PAST
italy_serie-a/2016-2017/2017-05-20 - 19-00 Chievo 3 - 5 AS Roma/1,Salah loves technique. Strotman!,IRRELEVANT
europe_uefa-champions-league/2014-2015/2014-11-05 - 22-45 Bayern Munich 2 - 0 AS Roma/1,2,CURRENT
europe_uefa-champions-league/2016-2017/2016-12-06 - 22-45 Benfica 1 - 2 Napoli/2,bladder rumblef.,CURRENT
spain_laliga/2016-2017/2017-04-05 - 22-30 Leganes 2 - 4 Real Madrid/1,Now look for that space that Leganés wins.,CURRENT
italy_serie-a/2015-2016/2015-09-26 - 21-45 Napoli 2 - 1 Juventus/1,"With the automaticity that last year's team had, it was absolutely outstanding, in my opinion.",PAST
france_ligue-1/2016-2017/2016-11-19 - 19-00 Paris SG 2 - 0 Nantes/2,and no one thinks it's their last year,PAST
spain_laliga/2016-2017/2017-03-04 - 22-45 Barcelona 5 - 0 Celta Vigo/1,I don't know if that's it,CURRENT
spain_laliga/2015-2016/2015-11-08 - 18-00 Barcelona 3 - 0 Villarreal/1,from last season to this,PAST
europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 B. Monchengladbach 1 - 1 Juventus/1,"After the departure of Reus from Kruse last year, he will probably be the next player who will be very difficult for Borussia Mönchengladbach to retain.",PAST
france_ligue-1/2016-2017/2017-05-07 - 18-00 Marseille 2 - 1 Nice/1,They are all we saw of Préville earlier,PAST
italy_serie-a/2016-2017/2016-08-27 - 21-45 Napoli 4 - 2 AC Milan/1,"And now Mertens is in his favorite position, from where he can move in any direction.",IRRELEVANT
italy_serie-a/2016-2017/2016-12-01 - 18-00 Napoli 3 - 0 Internazionale/2,"Yes, she already loves to climb to the corner.",IRRELEVANT
france_ligue-1/2016-2017/2017-05-06 - 18-00 Paris SG 5 - 0 Bastia/1,"This year, you said earlier, it was the Parisian coach's second choice.",PAST
germany_bundesliga/2015-2016/2015-09-20 - 18-30 Dortmund 3 - 0 Bayer Leverkusen/1,"That was also the case almost a year ago, the opening game of the last season",PAST
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Barcelona 2 - 1 Bayer Leverkusen/1,puts a poisoned center back in,PAST
spain_laliga/2015-2016/2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF/2,The Granada footballer was born,IRRELEVANT
france_ligue-1/2016-2017/2016-12-17 - 19-00 Guingamp 2 - 1 Paris SG/2,"Calderon, Susic, Batz, Vujovic",CURRENT
europe_uefa-champions-league/2016-2017/2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG/1,Who can leave with their heads held high from a club that they incredibly turned around last season?,PAST
france_ligue-1/2016-2017/2017-04-09 - 22-00 Paris SG 4 - 0 Guingamp/1,"There are two calls already with Aurier earlier on the corner, with Mathhuidi now.",PAST
spain_laliga/2016-2017/2016-09-21 - 21-00 Real Madrid 1 - 1 Villarreal/2,The fact of having been born in Germany and having developed the beginning of his career in the German country.,IRRELEVANT
germany_bundesliga/2015-2016/2016-04-09 - 16-30 VfB Stuttgart 1 - 3 Bayern Munich/2,Idol.,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-09-16 - 21-45 Gent 1 - 1 Lyon/2,And the exceptional save.,CURRENT
italy_serie-a/2016-2017/2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma/2,"But then there’s the ball, the ball loves him.",IRRELEVANT
spain_laliga/2016-2017/2017-04-23 - 21-45 Real Madrid 2 - 3 Barcelona/2,luis suárez changes that occur earlier now in barça because he has gone faster for anyone,PAST
spain_laliga/2016-2017/2016-08-27 - 21-15 Real Madrid 2 - 1 Celta Vigo/1,Very good answer from Sergio.,CURRENT
italy_serie-a/2016-2017/2016-10-30 - 17-00 AC Milan 1 - 0 Pescara/1,In 2007.,PAST
europe_uefa-champions-league/2015-2016/2015-09-15 - 21-45 Paris SG 2 - 0 Malmo FF/1,Nesmolin,CURRENT
italy_serie-a/2016-2017/2016-09-17 - 21-45 Napoli 3 - 1 Bologna/1,"Yes, Daniel Doveri.",CURRENT
spain_laliga/2015-2016/2015-09-26 - 17-00 Barcelona 2 - 1 Las Palmas/1,complicating life while playing,CURRENT
italy_serie-a/2016-2017/2016-08-27 - 21-45 Napoli 4 - 2 AC Milan/1,Or was another foul whistled earlier?,PAST
europe_uefa-champions-league/2016-2017/2016-12-06 - 22-45 Benfica 1 - 2 Napoli/2,just a family kills the ball by taking it away,IRRELEVANT
spain_laliga/2016-2017/2017-03-12 - 22-45 Real Madrid 2 - 1 Betis/2,"Real Betis Balompié and Sanabria to play with Rubén Castro, Brassan touches the ball backwards, Petzela delivers the ball, Real Betis Balompié supports the defense, the ball goes to Adán and Ceballos, the band opens, Durmisi comes, Durmisi closes for Carvajal , he leaned on Ceballos, plays Tosca, opens the ball back for Adán",IRRELEVANT
germany_bundesliga/2016-2017/2016-10-14 - 21-30 Dortmund 1 - 1 Hertha Berlin/2,Idol.,IRRELEVANT
france_ligue-1/2016-2017/2016-11-06 - 22-45 Paris SG 4 - 0 Rennes/1,Paul solidity on the supports,IRRELEVANT
italy_serie-a/2016-2017/2016-08-20 - 19-00 AS Roma 4 - 0 Udinese/1,"This defender will act, in fact, last season",PAST
spain_laliga/2015-2016/2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid/2,He has done what he had to,CURRENT
italy_serie-a/2016-2017/2017-02-19 - 17-00 Chievo 1 - 3 Napoli/2,wait for the Verona terbi Verona is back in the series and then there will be,PAST
spain_laliga/2019-2020/2019-09-14 - 18-00 Barcelona 5 - 2 Valencia/1,"A young guy, only 16 years old, born in Vienna.",IRRELEVANT
england_epl/2016-2017/2016-09-10 - 17-00 Arsenal 2 - 1 Southampton/1,last season,PAST
spain_laliga/2015-2016/2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF/1,"The octazo of Real Madrid's Cancerbero, the ball that comes out at the height of the midfield line.",CURRENT
france_ligue-1/2016-2017/2016-12-04 - 18-00 Nice 3 - 0 Toulouse/2,"This evening, they are saved last year at Toulouse with 39.",PAST
spain_laliga/2015-2016/2015-09-12 - 17-00 Espanyol 0 - 6 Real Madrid/2,and then what he did last year ,PAST
italy_serie-a/2016-2017/2016-10-29 - 21-45 Juventus 2 - 1 Napoli/2,Although Naples no longer celebrates. He doesn't celebrate. He still loves Naples.,IRRELEVANT
spain_laliga/2016-2017/2017-03-04 - 18-15 Eibar 1 - 4 Real Madrid/2,arrive earlier,PAST
france_ligue-1/2016-2017/2016-08-12 - 21-00 Bastia 0 - 1 Paris SG/2,"So it will perhaps be recurring because in Emery style,",CURRENT
germany_bundesliga/2015-2016/2015-11-07 - 17-30 Bayern Munich 4 - 0 VfB Stuttgart/1,No offside.,CURRENT
france_ligue-1/2016-2017/2017-02-08 - 18-00 Nice 1 - 0 Saint Etienne/2,He loves to play beautifully with one touch with his heel.,IRRELEVANT
spain_laliga/2016-2017/2017-03-01 - 21-30 Barcelona 6 - 1 Gijon/1,that today he has his family here,IRRELEVANT
italy_serie-a/2015-2016/2015-09-22 - 21-45 Udinese 2 - 3 AC Milan/1,"Yes, well, here we go.",CURRENT
europe_uefa-champions-league/2016-2017/2016-11-01 - 22-45 Manchester City 3 - 1 Barcelona/2,But the play was volleyball.,CURRENT
italy_serie-a/2015-2016/2015-09-27 - 21-45 Inter 1 - 4 Fiorentina/1,Pass to Kalinic,CURRENT
europe_uefa-champions-league/2016-2017/2017-02-14 - 22-45 Paris SG 4 - 0 Barcelona/1,he loves it,IRRELEVANT
italy_serie-a/2016-2017/2017-01-15 - 17-00 Udinese 0 - 1 AS Roma/1,last year,PAST
italy_serie-a/2016-2017/2017-05-28 - 19-00 AS Roma 3 - 2 Genoa/1,If you don't go back in time.,PAST
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Arsenal 2 - 3 Olympiakos Piraeus/1,They manage the defense well.,CURRENT
france_ligue-1/2016-2017/2016-09-20 - 22-00 Paris SG 3 - 0 Dijon/1,we saw it earlier,PAST
italy_serie-a/2016-2017/2016-11-06 - 18-00 Internazionale 3 - 0 Crotone/2,And greet your favorite team.,IRRELEVANT
france_ligue-1/2016-2017/2017-05-06 - 18-00 Paris SG 5 - 0 Bastia/2,recommended by Rabiot,CURRENT
germany_bundesliga/2016-2017/2016-12-16 - 22-30 Hoffenheim 2 - 2 Dortmund/1,That's a good ball.,CURRENT
spain_laliga/2016-2017/2016-09-21 - 21-00 Real Madrid 1 - 1 Villarreal/1,Real Madrid recovers Danilo's throw-in,CURRENT
france_ligue-1/2016-2017/2016-11-06 - 22-45 Paris SG 4 - 0 Rennes/1,last year when he arrived in Montpellier,PAST
germany_bundesliga/2015-2016/2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich/2,Idol!,IRRELEVANT
france_ligue-1/2016-2017/2017-05-07 - 18-00 Marseille 2 - 1 Nice/1,I said you are my idol,IRRELEVANT
spain_laliga/2015-2016/2015-09-12 - 21-30 Atl. Madrid 1 - 2 Barcelona/2,"He has Iniesta, he has Neymar, he has Jordi Alba.",CURRENT
italy_serie-a/2016-2017/2016-09-21 - 21-45 AS Roma 4 - 0 Crotone/1,"So Falcinelli, if you remember, played for Susolo in Serie A last season.",PAST
spain_laliga/2016-2017/2016-10-15 - 17-15 Barcelona 4 - 0 Dep. La Coruna/2,It can hit Messi.,CURRENT
france_ligue-1/2016-2017/2016-09-11 - 18-00 Nice 3 - 2 Marseille/1,"Marseille have perfectly prepared their business, he said it earlier that I had",PAST
spain_laliga/2014-2015/2015-04-28 - 21-00 Barcelona 6 - 0 Getafe/2,"And he is one behind Cristiano Ronaldo, who is the championship's top scorer with 39.",CURRENT
italy_serie-a/2016-2017/2017-02-25 - 20-00 Napoli 0 - 2 Atalanta/2,I played last year.,PAST
germany_bundesliga/2014-2015/2015-04-11 - 16-30 Bayern Munich 3 - 0 Eintracht Frankfurt/2,Idol.,IRRELEVANT
germany_bundesliga/2016-2017/2017-04-29 - 16-30 Dortmund 0 - 0 FC Koln/1,and,CURRENT
england_epl/2014-2015/2015-05-17 - 18-00 Manchester United 1 - 1 Arsenal/2,It is a sensational pass with the hand,CURRENT
italy_serie-a/2016-2017/2017-03-12 - 22-45 Palermo 0 - 3 AS Roma/2,"And now, as you probably already know, he is no longer to blame.",CURRENT
france_ligue-1/2016-2017/2016-11-30 - 23-00 Paris SG 2 - 0 Angers/1,"Yes, then they know that they are playing an Angers team which no longer has the same solidity as last year.",PAST
france_ligue-1/2016-2017/2017-04-02 - 18-00 Nice 2 - 1 Bordeaux/1,he has his whole family,IRRELEVANT
italy_serie-a/2016-2017/2016-09-21 - 21-45 Genoa 0 - 0 Napoli/1,Another very famous player in the past with Inter.,PAST
italy_serie-a/2016-2017/2016-10-23 - 16-00 Crotone 1 - 2 Napoli/2,"And the structure, in a sense, was preserved.",CURRENT
france_ligue-1/2016-2017/2016-11-19 - 19-00 Paris SG 2 - 0 Nantes/1,"No, it was last year that he was in the Youth League.",PAST
germany_bundesliga/2014-2015/2015-04-25 - 16-30 Dortmund 2 - 0 Eintracht Frankfurt/1,In the end he will be back in the team.,PAST
spain_laliga/2016-2017/2016-11-19 - 22-45 Atl. Madrid 0 - 3 Real Madrid/1,The referee says that there is no fault on either side.,CURRENT
england_epl/2015-2016/2015-11-07 - 18-00 Manchester United 2 - 0 West Brom/2,Last season with a goal from the one who is on the bench today.,PAST
france_ligue-1/2016-2017/2017-04-14 - 21-45 Angers 0 - 2 Paris SG/2,he supports,IRRELEVANT
spain_laliga/2016-2017/2017-04-05 - 22-30 Leganes 2 - 4 Real Madrid/1,Real Madrid wants to hurry up now because they are back in the game.,PAST
germany_bundesliga/2014-2015/2015-04-11 - 16-30 Bayern Munich 3 - 0 Eintracht Frankfurt/1,Idol.,IRRELEVANT
spain_laliga/2014-2015/2015-05-17 - 20-00 Atl. Madrid 0 - 1 Barcelona/2,"against his favorite enemy, 23 goals",IRRELEVANT
italy_serie-a/2016-2017/2017-04-30 - 13-30 AS Roma 1 - 3 Lazio/2,Jackon.,CURRENT
europe_uefa-champions-league/2014-2015/2014-12-09 - 22-45 Benfica 0 - 0 Bayer Leverkusen/2,"Because he is such a big idol,",IRRELEVANT
france_ligue-1/2016-2017/2016-11-06 - 22-45 Paris SG 4 - 0 Rennes/1,Paul solidity on the supports,IRRELEVANT
france_ligue-1/2016-2017/2016-08-28 - 21-45 Monaco 3 - 1 Paris SG/2,trzy 양 with cumout and he presents them to the invasion which pre tangio dener the first,CURRENT
italy_serie-a/2016-2017/2016-08-27 - 18-00 Lazio 0 - 1 Juventus/1,until the place is based on the roles not trusted by the family 0,IRRELEVANT
europe_uefa-champions-league/2014-2015/2014-12-09 - 22-45 Dortmund 1 - 1 Anderlecht/1,compared to precisely this defensive midfielder,CURRENT
italy_serie-a/2016-2017/2016-11-20 - 22-45 AC Milan 2 - 2 Inter/2,Watched this whole picture,CURRENT
france_ligue-1/2016-2017/2016-08-28 - 21-45 Monaco 3 - 1 Paris SG/2,"and it was last year, it was a demonstration with the debut of André El Dimaria with Paris Saint-Germain",PAST
europe_uefa-champions-league/2016-2017/2016-11-06 - 18-00 Ludogorets Razgrad 2 - 3 Arsenal/1,family,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-11-24 - 22-45 Bayern Munich 4 - 0 Olympiakos Piraeus/2,And center back in.,PAST
europe_uefa-champions-league/2015-2016/2015-11-25 - 22-45 B. Monchengladbach 4 - 2 Sevilla/2,last season,PAST
spain_laliga/2016-2017/2016-09-21 - 23-00 Barcelona 1 - 1 Atl. Madrid/2,In the months of last season.,PAST
spain_laliga/2016-2017/2017-05-17 - 22-00 Celta Vigo 1 - 4 Real Madrid/2,"Yes, the game suddenly gets into trouble. Celta has won 1-0. By the way, it was a very serious mistake by Isco at the start.",CURRENT
italy_serie-a/2016-2017/2017-01-08 - 20-00 AC Milan 1 - 0 Cagliari/1,"But he, of course, loves to play football.",IRRELEVANT
spain_laliga/2015-2016/2015-11-29 - 18-00 Eibar 0 - 2 Real Madrid/2,these drawbacks,CURRENT
italy_serie-a/2016-2017/2017-03-18 - 18-00 Torino 2 - 2 Internazionale/1,"In 2017, the winner was, of course, at home.",PAST
italy_serie-a/2016-2017/2017-05-06 - 19-00 Napoli 3 - 1 Cagliari/2,"Well, there are a lot of family builders here now.",IRRELEVANT
italy_serie-a/2016-2017/2016-09-10 - 21-45 Palermo 0 - 3 Napoli/2,Eduardo Goldoniga grew up in the path of the ball,IRRELEVANT
france_ligue-1/2016-2017/2016-12-11 - 18-00 Paris SG 2 - 2 Nice/1,even at 1-0 your team could still do better than that,CURRENT
europe_uefa-champions-league/2016-2017/2016-10-19 - 21-45 Paris SG 3 - 0 Basel/1,"He's the big brother, he was born...",IRRELEVANT
italy_serie-a/2016-2017/2017-02-19 - 17-00 Chievo 1 - 3 Napoli/2,Born in 97.,IRRELEVANT
italy_serie-a/2016-2017/2016-10-26 - 21-45 Napoli 2 - 0 Empoli/2,"Although Hamshik had to play the role of center forward, pseudo-forward in the past.",PAST
italy_serie-a/2016-2017/2017-04-09 - 21-45 Lazio 0 - 3 Napoli/2,Although,CURRENT
england_epl/2015-2016/2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa/1,"Under him, the team reached the semi-finals of both national cup competitions last season.",PAST
france_ligue-1/2016-2017/2017-04-14 - 21-45 Angers 0 - 2 Paris SG/2,he supports,IRRELEVANT
spain_laliga/2016-2017/2017-03-01 - 23-30 Real Madrid 3 - 3 Las Palmas/1,for Real Madrid in the presence of Tana,CURRENT
spain_laliga/2014-2015/2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga/2,And he is seeing that the knee supports it,IRRELEVANT
france_ligue-1/2016-2017/2016-11-20 - 18-00 Saint Etienne 0 - 1 Nice/1,last year,PAST
europe_uefa-champions-league/2016-2017/2017-04-18 - 21-45 Real Madrid 4 - 2 Bayern Munich/1,"Therefore, Guas recovers Zinedine Zidane's team, which is still standing.",CURRENT
italy_serie-a/2016-2017/2016-10-02 - 19-00 AC Milan 4 - 3 Sassuolo/2,But now I’m back in Milan.,PAST
italy_serie-a/2016-2017/2016-09-24 - 21-45 Napoli 2 - 0 Chievo/2,Give it another rest.,CURRENT
germany_bundesliga/2016-2017/2016-10-22 - 16-30 Ingolstadt 3 - 3 Dortmund/2,"And Moritz Hartmann, who was so strong last year with twelve goals in his debut season,",PAST
france_ligue-1/2016-2017/2017-03-19 - 23-00 Paris SG 2 - 1 Lyon/1,here it is maxwell who is on the line who saved his team who made a mistake earlier against the box,PAST
spain_laliga/2019-2020/2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid/1,Inside ball.,CURRENT
france_ligue-1/2016-2017/2017-05-06 - 18-00 Paris SG 5 - 0 Bastia/2,"Yes, after the last season.",PAST
france_ligue-1/2016-2017/2017-04-30 - 22-00 Nice 3 - 1 Paris SG/1,it's a bit the same as last year's match,PAST
germany_bundesliga/2015-2016/2015-10-04 - 18-30 Bayern Munich 5 - 1 Dortmund/1,Idol.,IRRELEVANT
spain_laliga/2016-2017/2016-08-20 - 19-15 Barcelona 6 - 2 Betis/1,"from last year. When she appears,",PAST
italy_serie-a/2016-2017/2017-02-04 - 22-45 Bologna 1 - 7 Napoli/1,"A yellow card, in my opinion, for Kaliekhon, who had not scored a minute earlier.",PAST
france_ligue-1/2016-2017/2017-03-19 - 23-00 Paris SG 2 - 1 Lyon/1,"Yes, they will try to block the relaunches of the two axios",CURRENT
england_epl/2016-2017/2016-09-10 - 17-00 Arsenal 2 - 1 Southampton/1,and both Xhaka and Mohammed Elneny,CURRENT
france_ligue-1/2016-2017/2017-04-18 - 19-30 Metz 2 - 3 Paris SG/2,there is always the availability of Maxwell,CURRENT
england_epl/2015-2016/2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City/2,They are born sprawl and with a,IRRELEVANT
france_ligue-1/2016-2017/2017-02-26 - 23-00 Marseille 1 - 5 Paris SG/2,It's a bit like last year's match.,PAST
italy_serie-a/2016-2017/2016-09-20 - 21-45 AC Milan 2 - 0 Lazio/1,And again just a canopy.,CURRENT
italy_serie-a/2015-2016/2015-09-27 - 21-45 Inter 1 - 4 Fiorentina/1,Meeting with Babacar,CURRENT
spain_laliga/2019-2020/2019-12-15 - 18-00 Valencia 1 - 1 Real Madrid/1,辛 static white c sandamo Spellberg robert delpició al al del atsterba at,CURRENT
germany_bundesliga/2015-2016/2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich/2,Idol!,IRRELEVANT
germany_bundesliga/2016-2017/2016-11-05 - 17-30 Hamburger SV 2 - 5 Dortmund/1,Back in our new national team.,PAST
france_ligue-1/2016-2017/2017-05-14 - 22-00 St Etienne 0 - 5 Paris SG/1,And no shot because we couldn't count Beric's header which was offside earlier.,PAST
france_ligue-1/2016-2017/2016-12-11 - 18-00 Paris SG 2 - 2 Nice/2,would like a change I saw him earlier addressing the bench I think he has,PAST
europe_uefa-champions-league/2014-2015/2014-12-09 - 22-45 Real Madrid 4 - 0 Ludogorets/2,Cardiff-born player banned,IRRELEVANT
italy_serie-a/2016-2017/2017-02-10 - 22-45 Napoli 2 - 0 Genoa/1,That's why they don't have the ball yet.,CURRENT
italy_serie-a/2014-2015/2015-05-16 - 19-00 Inter 1 - 2 Juventus/1,Today he is one of the few starters that the previous game has had,PAST
spain_laliga/2016-2017/2016-10-15 - 21-45 Betis 1 - 6 Real Madrid/1,"The band supports its men, raising the pressure",IRRELEVANT
france_ligue-1/2016-2017/2016-09-11 - 18-00 Nice 3 - 2 Marseille/2,Paul's family they are men and seeing his friends leave,IRRELEVANT
france_ligue-1/2016-2017/2017-04-30 - 22-00 Nice 3 - 1 Paris SG/1,"and the Essric match, watched closely by his former coach, Asat Etienne, Christophe Galkier this evening, who was on our set earlier",PAST
france_ligue-1/2016-2017/2016-11-06 - 22-45 Paris SG 4 - 0 Rennes/1,Paul solidity on the supports,IRRELEVANT
italy_serie-a/2016-2017/2017-05-14 - 21-45 AS Roma 3 - 1 Juventus/2,"Fantastic performance, but we know how he loves it.",IRRELEVANT
england_epl/2015-2016/2015-11-08 - 19-00 Arsenal 1 - 1 Tottenham/2,And Mathieu Debussy too,CURRENT
germany_bundesliga/2016-2017/2016-09-21 - 18-00 Leipzig 1 - 1 Borussia/1,to become active and dangerous on the offensive.,CURRENT
italy_serie-a/2016-2017/2017-04-23 - 13-30 Sassuolo 2 - 2 Napoli/2,"who, by the way, in the previous game surpassed the mark of 200 matches for Naples.",PAST
spain_laliga/2015-2016/2016-04-02 - 21-30 Barcelona 1 - 2 Real Madrid/2,With value.,CURRENT
europe_uefa-champions-league/2016-2017/2016-10-19 - 21-45 Paris SG 3 - 0 Basel/1,also knows that he loves,IRRELEVANT
germany_bundesliga/2015-2016/2015-09-20 - 18-30 Dortmund 3 - 0 Bayer Leverkusen/2,Henrichs.,CURRENT
europe_uefa-champions-league/2014-2015/2014-11-04 - 22-45 Dortmund 4 - 1 Galatasaray/2,This is the favorite ladder here.,IRRELEVANT
germany_bundesliga/2016-2017/2016-10-14 - 21-30 Dortmund 1 - 1 Hertha Berlin/2,Idol.,IRRELEVANT
france_ligue-1/2016-2017/2017-03-19 - 23-00 Paris SG 2 - 1 Lyon/2,We feel that...,CURRENT
italy_serie-a/2016-2017/2016-10-30 - 17-00 Empoli 0 - 0 AS Roma/2,"There will be a third replacement, I don’t expect.",CURRENT
italy_serie-a/2016-2017/2016-09-17 - 21-45 Napoli 3 - 1 Bologna/2,Gamshik.,CURRENT
germany_bundesliga/2016-2017/2017-03-17 - 22-30 Dortmund 1 - 0 Ingolstadt/1,Yes,CURRENT
germany_bundesliga/2014-2015/2015-05-02 - 16-30 Hoffenheim 1 - 1 Dortmund/1,Last season they scored 34 goals.,PAST
italy_serie-a/2016-2017/2017-01-21 - 22-45 AC Milan 1 - 2 Napoli/1,"In general, he scored very well in his favorite scoring period.",IRRELEVANT
spain_laliga/2015-2016/2016-03-20 - 22-30 Real Madrid 4 - 0 Sevilla/2,"Logically, Madrid has slowed down a little.",CURRENT
france_ligue-1/2016-2017/2016-11-30 - 23-00 Paris SG 2 - 0 Angers/1,"On the other hand, they are playing better football than last year.",PAST
france_ligue-1/2016-2017/2016-08-21 - 21-45 Paris SG 3 - 0 Metz/2,it's a family team,IRRELEVANT
spain_laliga/2014-2015/2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga/1,"Serious childhood mistake by the Mexican, Michael.",IRRELEVANT
